95,119521688768610304,,1,2016-04-10 13:49:35
10,148765412870455296,,2,2016-04-07 22:11:53
2,149944880024518657,,3,2016-04-08 11:05:47
10,153931688987197440,,4,2016-04-08 19:10:51
2,137263738666483712,,5,2016-04-08 21:00:24
1,152092618027827200,,6,2016-04-09 19:09:19
0,149179472728424448,,7,2016-04-09 19:29:42
0,131512165831016448,,8,2016-04-09 19:52:06
1,148512393817751552,,9,2016-04-10 13:07:33
1,147686606248083456,,10,2016-04-10 13:11:50
